transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
0b9d61a0-1f89-4fcd-8e88-525e513ce202,NNLL-BRTU-7D3-RAV-0,,in-person payment,52.81,Ravenna - Mosaic Cafe Ravenna,debit card,IT30K9711948403425025862011,IT38D8660383118922791953474967,19430.79,,2087-03-29T14:05:18
3f9fbebf-13a0-46d8-91f9-32aed035626f,RTZO-JMIX-7D1-GAU-0,,withdrawal,199.83,Gautier - ATM Gautier City Center,debit card,US47O8560397578096463876194,,15703.03,,2087-03-30T07:45:08
a6f83e71-8a28-49d2-aab1-567489262cee,RTZO-JMIX-7D1-GAU-0,,withdrawal,150.37,Gautier - ATM Gautier Harbor Plaza,debit card,US47O8560397578096463876194,,15552.66,,2087-03-30T19:32:49
ad3b69de-5aa4-43b0-8f1c-5a80cd36fc03,WTZL-TNAI-80B-PFA-0,PAYLN63707,transfer,223.15,,,DE52R2345866103953164007851,IT13T9022058410642806037575624,26814.97,Loan payment,2087-04-01T09:50:06
e8c1dabf-bc7e-4946-9783-30e255e94d9a,EMP68176,FCHN-VTSI-7FA-BRE-0,transfer,7222.28,,,IT72F1298460302117045459871477,DE62U9486200442637789135342,51778.77,Salary payment Apr,2087-04-02T10:37:14
c15c0245-91fe-4d85-9939-27dee51ebfda,NNLL-BRTU-7D3-RAV-0,ENTSR71727,transfer,258.36,,,IT30K9711948403425025862011,IT47K4171439505139175904238420,19172.43,Service payment,2087-04-03T10:40:18
8b55a13b-0638-4663-85f3-d83efb6c2f30,EMP98299,VLNT-SLVS-7DC-PIO-0,transfer,4085.60,,,IT87T1703925422561696849840607,IT10L9520192660655169390809,27355.11,Salary payment Apr,2087-04-03T13:25:29
c17b8919-a4bb-4167-8170-984095584045,FCHN-VTSI-7FA-BRE-0,DOM58085,transfer,2302.31,,,DE62U9486200442637789135342,IT15L8867763953460638982311553,49476.46,Rent payment Apr - Living Spaces,2087-04-03T15:00:00
f86cca69-3492-453e-812e-ccde37583272,RTZO-JMIX-7D1-GAU-0,ABIT73300,transfer,960.38,,,US47O8560397578096463876194,IT41W5249834520399038355926291,14592.28,Rent payment Apr - Residenze Milano,2087-04-03T18:30:33
74822741-b4c3-4318-9024-cd8014710db3,VLNT-SLVS-7DC-PIO-0,HOME36805,transfer,1267.50,,,IT10L9520192660655169390809,IT28N9805865889733607058737759,26087.61,Rent payment Apr - Rent&Go,2087-04-03T19:14:19
94027b67-098b-41b2-b633-166cc01c02f3,CSPR-GRHL-800-ILM-1,RENT75951,transfer,1049.84,,,DE35G0316479870123653193377,IT89E2491832035984069062108313,10042.38,Rent payment Apr - Home Living Ilmenau,2087-04-04T12:51:15
738690fe-4f14-452d-bc62-5bb17f2f8f02,EMP79924,RTZO-JMIX-7D1-GAU-0,transfer,2914.83,,,IT21Q6723621968485733505679507,US47O8560397578096463876194,17507.11,Salary payment Apr,2087-04-04T15:58:34
317d753c-4dbf-4b92-ba25-14602982cba0,EMP21818,CSPR-GRHL-800-ILM-1,transfer,2755.19,,,IT80J6407420077249896040905199,DE35G0316479870123653193377,12797.57,Salary payment Apr,2087-04-04T18:14:52
fbb77b83-6187-43a6-9500-48fa92d6608a,CSPR-GRHL-800-ILM-1,,in-person payment,11.25,San Juan Cotzocon - Cotzocon General Store,debit card,DE35G0316479870123653193377,IT57N8188832671832446634124128,12786.32,,2087-04-04T20:47:09
8b1c4afb-6bd9-4c80-b442-8b6323c57f5f,WTZL-TNAI-80B-PFA-0,,in-person payment,103.28,Pfarrkirchen - Rottal Bakery and Cafe,debit card,DE52R2345866103953164007851,IT92C7577601020956558159349577,26711.69,,2087-04-05T08:42:05
146267aa-4e2a-4f07-915f-976ab8b66278,WTZL-TNAI-80B-PFA-0,PROP93151,transfer,1156.34,,,DE52R2345866103953164007851,IT93C8474527566445343755825862,25555.35,Rent payment Apr - Casa Tua Pfarrkirchen,2087-04-05T11:44:59
b2987792-f800-45ed-9595-afb048a850f6,EMP43902,WTZL-TNAI-80B-PFA-0,transfer,3323.05,,,IT81Y4246053255690437800337698,DE52R2345866103953164007851,28878.40,Salary payment Apr,2087-04-05T12:10:02
3ca7a769-3c5c-4dbf-b87f-4141c67feaf5,EMP40508,NNLL-BRTU-7D3-RAV-0,transfer,2592.07,,,IT30D3332289310481168502853456,IT30K9711948403425025862011,21764.50,Salary payment Apr,2087-04-05T15:57:42
63fa9acd-3114-478d-abaf-168b9a7d4b27,EMP25643,JNSO-PLNA-7D0-FEL-1,transfer,3469.55,,,IT58B6383078664069844019884064,GB68S3857283695776049775751,26398.40,Salary payment Apr,2087-04-06T10:19:43
59dbeffb-f129-4cd1-8194-4a1f386849d8,NNLL-BRTU-7D3-RAV-0,HOME28625,transfer,735.53,,,IT30K9711948403425025862011,IT99V6754870020901512808979396,21028.97,Rent payment Apr - Casa Tua,2087-04-06T18:34:24
90da0502-d816-4ac3-987d-c9629c787774,FCHN-VTSI-7FA-BRE-0,,withdrawal,49.89,Bremen - ATM Bremen Market Square,debit card,DE62U9486200442637789135342,,49426.57,,2087-04-06T19:44:08
b4841f1f-8984-49dd-aa36-aae36dc89001,JNSO-PLNA-7D0-FEL-1,HOME96755,transfer,1118.77,,,GB68S3857283695776049775751,IT96F2380868495568759744496004,25279.63,Rent payment Apr - Home Living Feltham,2087-04-07T20:55:46
d27887c5-0a3b-49a4-8017-813850549f0b,FCHN-VTSI-7FA-BRE-0,PAYNV92614,e-commerce,126.71,MerchMaven Store,Google Pay,DE62U9486200442637789135342,IT54A2385458759790719541483576,49299.86,,2087-04-08T10:06:20
ff371e3e-e501-4cf4-8089-998b70e6d9b6,WTZL-TNAI-80B-PFA-0,CMPCN44619,transfer,602.07,,,DE52R2345866103953164007851,IT28H3475574202854953750455754,28276.33,Consultant fee,2087-04-09T16:04:46
f468bb01-5647-4288-85e2-1e4c57cedd5c,NNLL-BRTU-7D3-RAV-0,,withdrawal,19.77,Ravenna - ATM Ravenna Seafront Plaza,debit card,IT30K9711948403425025862011,,21009.20,,2087-04-12T17:11:28
e97b7926-3abb-47b3-8d04-12d4fbf48c38,NNLL-BRTU-7D3-RAV-0,PAYBR30021,e-commerce,74.89,BrightCart Market,Google Pay,IT30K9711948403425025862011,IT84M7526607625863855322228099,20934.31,,2087-04-13T14:53:17
18ecb3da-b1b9-488d-8410-4e3d638d5614,WTZL-TNAI-80B-PFA-0,,in-person payment,100.04,Pfarrkirchen - Pfarrkirchen Market Deli,debit card,DE52R2345866103953164007851,IT41W5249834520399038355926291,28176.29,,2087-04-14T09:52:11
cff9f02f-5be0-42d4-ade6-580d6d355e1e,JNSO-PLNA-7D0-FEL-1,ORGSP55069,transfer,84.88,,,GB68S3857283695776049775751,IT63X5127409411759746051443631,25194.75,Supplier payment,2087-04-15T16:09:07
5e547c1a-aab6-4f20-8997-5e5aeca516a8,RTZO-JMIX-7D1-GAU-0,,in-person payment,51.70,Gautier - Gautier Harbor Grill,mobile phone,US47O8560397578096463876194,IT82U7040017163613003697023263,17455.41,,2087-04-15T20:55:46
48883e66-499a-4e3b-91c6-937ab5975e17,WTZL-TNAI-80B-PFA-0,COMRB36517,e-commerce,30.42,UrbanCart Marketplace,PayPal,DE52R2345866103953164007851,IT67B9816526698918044417163799,28145.87,,2087-04-18T20:47:07
ad2eecdd-f6ec-4c41-8943-3804da0714ba,VLNT-SLVS-7DC-PIO-0,,withdrawal,149.88,Piossasco - ATM Piossasco Town Square,debit card,IT10L9520192660655169390809,,25937.73,,2087-04-19T07:05:25
030c4462-ad51-4e46-bd59-099927b5b846,WTZL-TNAI-80B-PFA-0,PAYWT22183,transfer,312.77,,,DE52R2345866103953164007851,IT26N9396827128076106651643474,27833.10,Water bill Apr,2087-04-20T10:42:41
f370ce49-3045-45c4-9dd1-5f9b51f1d095,WTZL-TNAI-80B-PFA-0,TRDSV19149,e-commerce,35.38,Savings transfer May,debit card,DE52R2345866103953164007851,IT51M6131231138453986893360298,27797.72,,2087-04-21T02:36:55
fa47e167-52a2-4f62-ab3d-d4f723c41749,RTZO-JMIX-7D1-GAU-0,,in-person payment,59.28,Gautier - Gautier Bay Bistro,smartwatch,US47O8560397578096463876194,IT90U4188557822487992761816173,17396.13,,2087-04-22T11:17:35
a727f0ec-18b2-47ca-a450-cc72ec2bdee4,VLNT-SLVS-7DC-PIO-0,MKTSH55838,e-commerce,19.51,ShopSphere Direct,debit card,IT10L9520192660655169390809,IT64F4399946035633811470183722,25918.22,,2087-04-23T07:44:10
ca47e563-48f7-47ba-86ed-39090cd00c8f,CSPR-GRHL-800-ILM-1,,withdrawal,149.80,Ilmenau - ATM Ilmenau Market Square,debit card,DE35G0316479870123653193377,,12636.52,,2087-04-25T22:34:46
e9e47680-60a9-4ece-bc7f-5ab44f37ea3c,NNLL-BRTU-7D3-RAV-0,,withdrawal,300.04,Ravenna - ATM Ravenna Seafront Plaza,debit card,IT30K9711948403425025862011,,20634.27,,2087-04-26T08:42:22
e07fbea9-793d-4c8c-9a63-33cf957ebd31,FCHN-VTSI-7FA-BRE-0,SYSTR98866,direct debit,180.25,,,DE62U9486200442637789135342,IT79B3270555649940726389789389,49119.61,Monthly professional indemnity insurance,2087-04-27T02:41:43
32bc4763-696a-46a5-b7da-96075b5d17f5,FCHN-VTSI-7FA-BRE-0,WEBMR41504,e-commerce,254.95,MarketLane Online,PayPal,DE62U9486200442637789135342,IT57V3535480481941919763478907,48864.66,,2087-04-27T12:28:22
2105758a-1fa8-4072-988a-f1302f9b472b,WTZL-TNAI-80B-PFA-0,,in-person payment,53.18,Pfarrkirchen - Bavarian Bakery Pfarrkirchen,debit card,DE52R2345866103953164007851,IT83E4849547109309793855778521,27744.54,,2087-04-27T13:11:07
0d463987-981f-4ab8-90dc-7db45a9ca2d0,JNSO-PLNA-7D0-FEL-1,,in-person payment,16.35,Feltham - Feltham High Street Deli,mobile phone,GB68S3857283695776049775751,IT27Y4173398722357366897621500,25178.40,,2087-04-28T22:41:54
7332045d-d3f2-48b5-bcde-f3ac913a1a17,FCHN-VTSI-7FA-BRE-0,ORGLN36934,e-commerce,49.18,SwiftCart Market,debit card,DE62U9486200442637789135342,IT70B8227605027797504969719510,48815.48,,2087-04-29T21:55:13
f5ce53d6-c4fc-4fd6-9677-a7c642811b73,CSPR-GRHL-800-ILM-1,SHPMR89689,e-commerce,19.91,MarketLane Direct,debit card,DE35G0316479870123653193377,IT38D8660383118922791953474967,12616.61,,2087-04-30T08:25:06
f61c8349-387a-4995-90ce-752e57a379c3,WTZL-TNAI-80B-PFA-0,,in-person payment,55.25,Pfarrkirchen - Rottal Coffee House,debit card,DE52R2345866103953164007851,IT21N8145194031496845227225669,27689.29,,2087-04-30T21:30:51
7de05f76-cd83-468e-8a8c-53c29417e52e,VLNT-SLVS-7DC-PIO-0,,withdrawal,19.74,Piossasco - ATM Piossasco Town Center,debit card,IT10L9520192660655169390809,,25898.48,,2087-05-02T09:57:33
436c3de4-1651-4345-8138-35e530456c2c,FCHN-VTSI-7FA-BRE-0,DOM58085,transfer,2084.68,,,IT27F5361821955090698312634579,IT15L8867763953460638982311553,4341.24,Rent payment May - Living Spaces,2087-05-02T19:24:22
efe10640-5b6d-4824-a0f5-6e564b7dbe5f,EMP68176,FCHN-VTSI-7FA-BRE-0,transfer,7258.41,,,IT72F1298460302117045459871477,DE62U9486200442637789135342,56073.89,Salary payment May,2087-05-03T10:15:17
444b4785-e02d-4bd2-af36-97474e6539b3,RTZO-JMIX-7D1-GAU-0,ABIT73300,transfer,956.47,,,US47O8560397578096463876194,IT41W5249834520399038355926291,16439.66,Rent payment May - Residenze Milano,2087-05-03T13:30:22
d37f4308-0e40-4284-af52-4ea7618040d4,FCHN-VTSI-7FA-BRE-0,,in-person payment,161.10,Bremen - Bremen Harbor Deli,smartwatch,DE62U9486200442637789135342,IT42O1090880962347181054695242,55912.79,,2087-05-03T17:38:46
a5441605-7e14-47e7-b539-d306fa0a281d,EMP79924,RTZO-JMIX-7D1-GAU-0,transfer,2957.39,,,IT21Q6723621968485733505679507,US47O8560397578096463876194,19397.05,Salary payment May,2087-05-03T19:13:44
464a958d-3cfe-45b7-a815-d1bf22cd0a90,EMP98299,VLNT-SLVS-7DC-PIO-0,transfer,4071.01,,,IT87T1703925422561696849840607,IT10L9520192660655169390809,29969.49,Salary payment May,2087-05-03T19:56:36
b4b60d4c-135d-4660-b884-d509883d638e,EMP40508,NNLL-BRTU-7D3-RAV-0,transfer,2622.28,,,IT30D3332289310481168502853456,IT30K9711948403425025862011,23256.55,Salary payment May,2087-05-03T20:37:14
f2cb6c11-a6e6-436d-9267-e3d4094ebca3,VLNT-SLVS-7DC-PIO-0,HOME36805,transfer,1267.59,,,IT10L9520192660655169390809,IT28N9805865889733607058737759,28701.90,Rent payment May - Rent&Go,2087-05-04T08:59:04
2ce7d879-2514-42ab-bf53-3b3a79185f78,CSPR-GRHL-800-ILM-1,RENT75951,transfer,1064.64,,,DE35G0316479870123653193377,IT89E2491832035984069062108313,11551.97,Rent payment May - Home Living Ilmenau,2087-05-04T12:23:23
88fd3e6d-e73c-46b4-8ff3-6d55891658d4,EMP21818,CSPR-GRHL-800-ILM-1,transfer,2827.39,,,IT80J6407420077249896040905199,DE35G0316479870123653193377,14379.36,Salary payment May,2087-05-04T18:06:28
1579078e-915c-4f4d-a504-b0361fa6003e,EMP43902,WTZL-TNAI-80B-PFA-0,transfer,3380.55,,,IT81Y4246053255690437800337698,DE52R2345866103953164007851,31069.84,Salary payment May,2087-05-04T19:46:03
61400576-f5bc-463d-86b1-9c7262b2691c,WTZL-TNAI-80B-PFA-0,PAYPR53160,direct debit,111.54,,,DE52R2345866103953164007851,IT50U8115001900966873423083511,30958.30,Creative tools subscription monthly,2087-05-05T01:26:58
5a6b003d-fde5-4d5a-bb83-377c0531d377,JNSO-PLNA-7D0-FEL-1,HOME96755,transfer,1086.43,,,GB68S3857283695776049775751,IT96F2380868495568759744496004,24091.97,Rent payment May - Home Living Feltham,2087-05-05T12:12:07
b3c95149-e0d4-4e2d-a2d4-3c7e80ed7c7d,NNLL-BRTU-7D3-RAV-0,HOME28625,transfer,772.23,,,IT30K9711948403425025862011,IT99V6754870020901512808979396,22484.32,Rent payment May - Casa Tua,2087-05-05T14:52:33
d4c92bce-00ce-4966-be64-8fe0b763de06,NNLL-BRTU-7D3-RAV-0,COMRB39809,e-commerce,37.10,UrbanCart Marketplace,debit card,IT30K9711948403425025862011,IT93U6332193133317063993023162,22447.22,,2087-05-05T22:36:56
a751f6ff-b4ad-46f0-80ff-f032db24f821,EMP25643,JNSO-PLNA-7D0-FEL-1,transfer,3475.76,,,IT58B6383078664069844019884064,GB68S3857283695776049775751,27567.73,Salary payment May,2087-05-06T08:54:48
7008868a-ba7d-4a2c-bb67-2a5062925384,VLNT-SLVS-7DC-PIO-0,,in-person payment,9.31,Piossasco - Piossasco Corner Market,debit card,IT10L9520192660655169390809,IT64Q4506818618426669779698728,28692.59,,2087-05-06T16:36:42
0476d8f5-ccf5-48c0-83af-52aa945cd20f,WTZL-TNAI-80B-PFA-0,PROP93151,transfer,1086.83,,,DE52R2345866103953164007851,IT93C8474527566445343755825862,29871.47,Rent payment May - Casa Tua Pfarrkirchen,2087-05-06T17:43:28
fafb4c85-d535-4131-8629-5ba9f0a0295d,CSPR-GRHL-800-ILM-1,,in-person payment,62.83,Ilmenau - Ilmenau Student Bistro,mobile phone,DE35G0316479870123653193377,IT91A6130514458833197941485182,14316.53,,2087-05-07T08:26:07
729eafd0-448a-46d1-a6f0-3d1c18a48ade,CSPR-GRHL-800-ILM-1,MKTSW37100,e-commerce,121.08,SwiftCart Direct,Google Pay,DE35G0316479870123653193377,IT93G5600001943072449265374207,14195.45,,2087-05-10T12:49:18
1d019774-fbda-45e2-af7d-844a8bca9237,CSPR-GRHL-800-ILM-1,,in-person payment,59.14,Ilmenau - Ilmenau Riverside Cafe,Google Pay,DE35G0316479870123653193377,IT87E3659783015579906860944657,14136.31,,2087-05-11T09:24:39
96268028-ba07-4e78-983b-e8efaa290d35,RTZO-JMIX-7D1-GAU-0,,withdrawal,150.39,Gautier - ATM Gautier City Center,debit card,US47O8560397578096463876194,,19246.66,,2087-05-11T15:07:36
563b9997-5cd9-453e-9154-7a69121e1bc1,NNLL-BRTU-7D3-RAV-0,,withdrawal,200.29,Ravenna - ATM Ravenna Historic Center,debit card,IT30K9711948403425025862011,,22246.93,,2087-05-12T07:32:36
2254db8d-9a52-4bb9-8570-fee02008a6ba,FCHN-VTSI-7FA-BRE-0,PAYDN65923,e-commerce,83.57,MarketLane Direct,debit card,DE62U9486200442637789135342,IT37M4296939596349672707990624,55829.22,,2087-05-13T16:13:33
ef01b848-2015-459c-a3a8-c00779aca430,JNSO-PLNA-7D0-FEL-1,,withdrawal,249.58,Feltham - ATM Feltham High Street,debit card,GB68S3857283695776049775751,,27318.15,,2087-05-13T20:41:35
f4aabe10-d989-4c76-a5ee-f86386ce9bf0,VLNT-SLVS-7DC-PIO-0,,in-person payment,46.70,Piossasco - Piossasco Corner Market,Google Pay,IT10L9520192660655169390809,IT12L4334711406178701653340856,28645.89,,2087-05-14T10:48:52
b8667c67-da6b-4f05-9258-4acb60e3c22c,RTZO-JMIX-7D1-GAU-0,,in-person payment,9.81,Gautier - Gautier Bay Bistro,debit card,US47O8560397578096463876194,IT84M7526607625863855322228099,19236.85,,2087-05-14T13:49:51
cf5f5048-d1f8-4e74-9f80-c54a380e6b9e,CSPR-GRHL-800-ILM-1,SHPSW42075,e-commerce,76.79,SwiftCart Direct,debit card,DE35G0316479870123653193377,IT55S7763018964471663617264383,14059.52,,2087-05-14T17:26:40
cb6b1e7a-54cc-4d4f-86c2-5f1da6c24746,CSPR-GRHL-800-ILM-1,,in-person payment,31.10,Ilmenau - Campus Coffee Ilmenau,debit card,DE35G0316479870123653193377,IT70B8227605027797504969719510,14028.42,,2087-05-15T13:20:41
1555ccd5-da65-4324-b6f6-29b54d8f260d,RTZO-JMIX-7D1-GAU-0,PAYHR95905,e-commerce,105.21,HorizonCart Express,PayPal,US47O8560397578096463876194,IT23O8033449167343972924236894,19131.64,,2087-05-15T15:47:30
143216e7-5c30-4c50-abae-67a5a9a793e0,JNSO-PLNA-7D0-FEL-1,TRDSV19149,transfer,514.87,,,IT91W4556581097608231692584283,IT51M6131231138453986893360298,5121.20,Savings transfer May,2087-05-15T19:37:31
19b0d172-0d5f-4026-a6e1-067326d71e79,JNSO-PLNA-7D0-FEL-1,,withdrawal,249.81,Feltham - ATM Feltham High Street,debit card,GB68S3857283695776049775751,,27068.34,,2087-05-16T16:31:28
18ddf64d-1ada-48ec-aaff-44fb01430792,JNSO-PLNA-7D0-FEL-1,PAYPH11103,direct debit,85.82,,,IT91W4556581097608231692584283,IT57Z1580105024114519467573010,5035.38,Senior health insurance monthly fee,2087-05-17T05:51:20
0e620171-723e-4a40-8785-b46d0b16e7ac,CSPR-GRHL-800-ILM-1,,in-person payment,84.85,Ilmenau - Ilm River Bistro,debit card,DE35G0316479870123653193377,IT15K5984481989303472158238356,13943.57,,2087-05-17T21:23:47
5594f057-803f-487e-aa94-312ec123e51c,FCHN-VTSI-7FA-BRE-0,CMPSV27299,transfer,2313.43,,,DE62U9486200442637789135342,IT38Z6425332149647507994595213,53515.79,Savings transfer May,2087-05-18T20:15:31
f854efe8-84e5-42ff-add7-cce201089ae2,VLNT-SLVS-7DC-PIO-0,,in-person payment,53.41,Piossasco - Sangone Bakery,mobile phone,IT10L9520192660655169390809,IT95C4487559413777435403162986,28592.48,,2087-05-20T17:15:36
75f3115b-9abe-40b2-a392-31cb65ab6b36,VLNT-SLVS-7DC-PIO-0,ENTSR71727,e-commerce,60.27,UrbanCart Marketplace,debit card,IT10L9520192660655169390809,IT47K4171439505139175904238420,28532.21,,2087-05-22T18:03:06
8badc916-58e3-44cc-b0c4-6c536a1810b2,VLNT-SLVS-7DC-PIO-0,COMBR64209,e-commerce,26.09,BrightCart Express,Google Pay,IT10L9520192660655169390809,IT30I5964847186926471966266760,28506.12,,2087-05-22T19:48:47
58b60cb3-0c49-4763-b4aa-6e641a49c88f,RTZO-JMIX-7D1-GAU-0,,withdrawal,49.75,Gautier - ATM Gautier Harbor Plaza,debit card,US47O8560397578096463876194,,19081.89,,2087-05-24T10:06:39
9cf37b87-fbf9-4b53-9b97-f51de70fc7f4,FCHN-VTSI-7FA-BRE-0,,in-person payment,144.20,Bremen - Bremen Harbor Cafe,Google Pay,DE62U9486200442637789135342,IT95L6319230532033137130893824,53371.59,,2087-05-26T21:36:26
3f8e082f-e4fe-41dc-bf20-4cbd44f9ef1b,JNSO-PLNA-7D0-FEL-1,,in-person payment,22.72,Feltham - Feltham High Street Deli,debit card,GB68S3857283695776049775751,IT57H1789243844204221892905040,27045.62,,2087-05-27T11:45:47
8fe3a53e-8264-4f53-9771-72f050589e55,FCHN-VTSI-7FA-BRE-0,SYSTR98866,direct debit,107.56,,,DE62U9486200442637789135342,IT18J7933762154955823022723043,53264.03,Consulting software subscription,2087-05-28T00:37:04
b20e66bc-d9d2-4184-8dc1-98725d505774,JNSO-PLNA-7D0-FEL-1,,withdrawal,99.99,Feltham - ATM Feltham High Street,debit card,GB68S3857283695776049775751,,26945.63,,2087-05-28T21:29:28
cda152a0-4814-453d-9c04-db1948e3c965,CSPR-GRHL-800-ILM-1,BILCY11967,direct debit,159.99,,,DE35G0316479870123653193377,IT92G9338082480280589135941709,13783.58,Private health insurance monthly,2087-05-30T02:46:15
6d3b70a0-8101-43a4-8efc-531072b59599,EMP98299,VLNT-SLVS-7DC-PIO-0,transfer,4149.14,,,IT87T1703925422561696849840607,IT10L9520192660655169390809,32655.26,Salary payment Jun,2087-06-02T17:49:39
a6d705d9-7e3d-4f9f-83a8-abb1052e7df0,VLNT-SLVS-7DC-PIO-0,,in-person payment,42.38,Piossasco - Piossasco Corner Market,debit card,IT10L9520192660655169390809,IT56L6486060755354010136002278,32612.88,,2087-06-02T20:20:01
ea77e952-4907-48d5-ace8-2597b7cfc92a,EMP68176,FCHN-VTSI-7FA-BRE-0,transfer,7218.57,,,IT72F1298460302117045459871477,DE62U9486200442637789135342,60482.60,Salary payment Jun,2087-06-03T08:50:25
b890b704-02e9-4b7c-8ead-7e680c5eabfa,EMP40508,NNLL-BRTU-7D3-RAV-0,transfer,2576.92,,,IT30D3332289310481168502853456,IT30K9711948403425025862011,24823.85,Salary payment Jun,2087-06-03T18:39:09
82276209-5088-4f66-8399-0e4a9be927a7,FCHN-VTSI-7FA-BRE-0,DOM58085,transfer,2131.91,,,DE62U9486200442637789135342,IT15L8867763953460638982311553,58350.69,Rent payment Jun - Living Spaces,2087-06-03T18:45:32
cccbf3e5-f03a-43ba-a5fa-17cf98432494,RTZO-JMIX-7D1-GAU-0,ABIT73300,transfer,832.98,,,US47O8560397578096463876194,IT41W5249834520399038355926291,18248.91,Rent payment Jun - Residenze Milano,2087-06-03T18:57:33
c50d72fb-5521-44a6-957e-e9295821f985,FCHN-VTSI-7FA-BRE-0,SYSRN91988,transfer,2711.60,,,DE62U9486200442637789135342,IT91F5920380502110589544279971,55639.09,Senior consultant fee invoice 2087,2087-06-04T11:43:01
9eb198ec-ad08-4da7-bd5a-4b53cfeec8a2,VLNT-SLVS-7DC-PIO-0,HOME36805,transfer,1205.84,,,IT10L9520192660655169390809,IT28N9805865889733607058737759,31407.04,Rent payment Jun - Rent&Go,2087-06-04T13:35:24
4fd7aa05-ab6a-4a61-a93b-d01c4d4b47b1,FCHN-VTSI-7FA-BRE-0,,in-person payment,72.83,Bremen - Bremen Harbor Coffee House,debit card,DE62U9486200442637789135342,IT20J7223477230374550878127177,55566.26,,2087-06-04T18:34:34
b9ed2d1f-0343-4c8f-af9c-44b29713f769,NNLL-BRTU-7D3-RAV-0,HOME28625,transfer,855.50,,,IT30K9711948403425025862011,IT99V6754870020901512808979396,23968.35,Rent payment Jun - Casa Tua,2087-06-04T20:28:11
68a08b8a-129a-4089-9603-a884de622a68,EMP25643,JNSO-PLNA-7D0-FEL-1,transfer,3431.24,,,IT58B6383078664069844019884064,GB68S3857283695776049775751,30376.87,Salary payment Jun,2087-06-05T09:11:41
61ec78d9-c54c-4104-b772-adb14d4984b5,EMP79924,RTZO-JMIX-7D1-GAU-0,transfer,2958.84,,,IT21Q6723621968485733505679507,US47O8560397578096463876194,21207.75,Salary payment Jun,2087-06-05T09:26:21
4fcd33d4-b928-4e33-8b05-337cd0d357ab,EMP21818,CSPR-GRHL-800-ILM-1,transfer,2762.69,,,IT80J6407420077249896040905199,DE35G0316479870123653193377,16546.27,Salary payment Jun,2087-06-05T19:05:13
e68f55a1-9fd7-4c14-83bb-3913b8b33123,RTZO-JMIX-7D1-GAU-0,VNDMR15938,transfer,109.50,,,IT76E2566445203894254417156918,IT75G4378959771097100540611930,3044.60,Consultant fee,2087-06-05T20:08:00
9a2caab1-6f63-4c64-aa26-2615a6d307c7,CSPR-GRHL-800-ILM-1,RENT75951,transfer,87.66,,,IT96B7334948369810948896582581,IT89E2491832035984069062108313,1421.87,Rent payment Jun - Home Living Ilmenau,2087-06-06T09:06:04
2a59dcf6-8f0d-4b71-8be5-c717aa1f09e6,NNLL-BRTU-7D3-RAV-0,PAYBR30021,e-commerce,14.63,BrightCart Market,PayPal,IT30K9711948403425025862011,IT55T3655343045670340850535473,23953.72,,2087-06-06T13:48:13
7157afd4-0859-4556-8742-4b2fd7486742,EMP43902,WTZL-TNAI-80B-PFA-0,transfer,3331.44,,,IT81Y4246053255690437800337698,DE52R2345866103953164007851,33202.91,Salary payment Jun,2087-06-06T14:49:22
12d3bb93-2b5f-4226-b443-d1f55d5c9513,WTZL-TNAI-80B-PFA-0,SRVTR33562,direct debit,48.15,,,DE52R2345866103953164007851,IT55C8176592551414851732665538,33154.76,Adobe Creative Cloud monthly,2087-06-07T07:58:31
f8a5095c-dee3-49dd-9868-714843432972,JNSO-PLNA-7D0-FEL-1,HOME96755,transfer,1032.92,,,GB68S3857283695776049775751,IT96F2380868495568759744496004,29343.95,Rent payment Jun - Home Living Feltham,2087-06-07T12:54:52
cad6aff8-fcbf-4159-864a-df5f5e836a8c,WTZL-TNAI-80B-PFA-0,PROP93151,transfer,1213.60,,,DE52R2345866103953164007851,IT93C8474527566445343755825862,31941.16,Rent payment Jun - Casa Tua Pfarrkirchen,2087-06-07T18:56:53
1dfcc639-ecaa-4720-90bd-50216143b4f2,FCHN-VTSI-7FA-BRE-0,,withdrawal,250.26,Bremen - ATM Bremen Market Square,debit card,DE62U9486200442637789135342,,55316.00,,2087-06-09T10:34:20
13bda25d-8148-4cc0-9f63-5a12372e352f,RTZO-JMIX-7D1-GAU-0,,in-person payment,57.44,Gautier - Gautier Bay Bistro,mobile phone,US47O8560397578096463876194,IT27B3943621425260743266021949,21150.31,,2087-06-09T12:20:18
0ac2065b-d207-434b-998a-eaa1425cf5e3,VLNT-SLVS-7DC-PIO-0,,withdrawal,199.80,Piossasco - ATM Piossasco Main Square,debit card,IT10L9520192660655169390809,,31207.24,,2087-06-09T18:05:49
cd9eaa17-207e-4ce1-b390-353296479aeb,FCHN-VTSI-7FA-BRE-0,MKTCR75700,e-commerce,381.84,CartWave Marketplace,debit card,DE62U9486200442637789135342,IT86A2257219165519053759071608,54934.16,,2087-06-10T09:19:44
bba3429d-ed2c-4f82-a142-d19811c052e3,CSPR-GRHL-800-ILM-1,SYSRN91988,direct debit,116.67,,,DE35G0316479870123653193377,IT97Y1474339090169371820203518,16429.60,Health insurance monthly premium,2087-06-12T08:48:05
